CVE_ID;Vendor;Product;VersionStart;VersionEnd;CVSS;Summary
CVE-2026-20853;microsoft;windows_11_25h2;;10.0.26200.7623;7.4;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows WalletService allows an unauthorized attacker to elevate privileges locally.
CVE-2026-20854;microsoft;windows_11_24h2;;10.0.26100.7623;7.5;Use after free in Windows Local Security Authority Subsystem Service (LSASS) allows an authorized attacker to execute code over a network.
CVE-2026-20854;microsoft;windows_11_25h2;;10.0.26200.7623;7.5;Use after free in Windows Local Security Authority Subsystem Service (LSASS) allows an authorized attacker to execute code over a network.
CVE-2026-20854;microsoft;windows_server_2025;;10.0.26100.32230;7.5;Use after free in Windows Local Security Authority Subsystem Service (LSASS) allows an authorized attacker to execute code over a network.
CVE-2026-20856;microsoft;windows_10_1607;;10.0.14393.8783;8.1;Improper input validation in Windows Server Update Service allows an unauthorized attacker to execute code over a network.
CVE-2026-20856;microsoft;windows_10_1607;;10.0.14393.8783;8.1;Improper input validation in Windows Server Update Service allows an unauthorized attacker to execute code over a network.
CVE-2026-20856;microsoft;windows_10_1809;;10.0.17763.8276;8.1;Improper input validation in Windows Server Update Service allows an unauthorized attacker to execute code over a network.
CVE-2026-20856;microsoft;windows_10_1809;;10.0.17763.8276;8.1;Improper input validation in Windows Server Update Service allows an unauthorized attacker to execute code over a network.
CVE-2026-20856;microsoft;windows_10_21h2;;10.0.19044.6809;8.1;Improper input validation in Windows Server Update Service allows an unauthorized attacker to execute code over a network.
CVE-2026-20856;microsoft;windows_10_22h2;;10.0.19045.6809;8.1;Improper input validation in Windows Server Update Service allows an unauthorized attacker to execute code over a network.
CVE-2026-20856;microsoft;windows_11_23h2;;10.0.22631.6491;8.1;Improper input validation in Windows Server Update Service allows an unauthorized attacker to execute code over a network.
CVE-2026-20856;microsoft;windows_11_24h2;;10.0.26100.7623;8.1;Improper input validation in Windows Server Update Service allows an unauthorized attacker to execute code over a network.
CVE-2026-20856;microsoft;windows_11_25h2;;10.0.26200.7623;8.1;Improper input validation in Windows Server Update Service allows an unauthorized attacker to execute code over a network.
CVE-2026-20856;microsoft;windows_server_2012;;;8.1;Improper input validation in Windows Server Update Service allows an unauthorized attacker to execute code over a network.
CVE-2026-20856;microsoft;windows_server_2012;;;8.1;Improper input validation in Windows Server Update Service allows an unauthorized attacker to execute code over a network.
CVE-2026-20856;microsoft;windows_server_2016;;10.0.14393.8783;8.1;Improper input validation in Windows Server Update Service allows an unauthorized attacker to execute code over a network.
CVE-2026-20856;microsoft;windows_server_2019;;10.0.17763.8276;8.1;Improper input validation in Windows Server Update Service allows an unauthorized attacker to execute code over a network.
CVE-2026-20856;microsoft;windows_server_2022;;10.0.20348.4648;8.1;Improper input validation in Windows Server Update Service allows an unauthorized attacker to execute code over a network.
CVE-2026-20856;microsoft;windows_server_2022_23h2;;10.0.25398.2092;8.1;Improper input validation in Windows Server Update Service allows an unauthorized attacker to execute code over a network.
CVE-2026-20856;microsoft;windows_server_2025;;10.0.26100.32230;8.1;Improper input validation in Windows Server Update Service allows an unauthorized attacker to execute code over a network.
CVE-2026-20857;microsoft;windows_10_1809;;10.0.17763.8276;7.8;Untrusted pointer dereference in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-20857;microsoft;windows_10_1809;;10.0.17763.8276;7.8;Untrusted pointer dereference in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-20857;microsoft;windows_10_21h2;;10.0.19044.6809;7.8;Untrusted pointer dereference in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-20857;microsoft;windows_10_22h2;;10.0.19045.6809;7.8;Untrusted pointer dereference in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-20857;microsoft;windows_11_23h2;;10.0.22631.6491;7.8;Untrusted pointer dereference in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-20857;microsoft;windows_11_24h2;;10.0.26100.7623;7.8;Untrusted pointer dereference in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-20857;microsoft;windows_11_25h2;;10.0.26200.7623;7.8;Untrusted pointer dereference in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-20857;microsoft;windows_server_2019;;10.0.17763.8276;7.8;Untrusted pointer dereference in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-20857;microsoft;windows_server_2022;;10.0.20348.4648;7.8;Untrusted pointer dereference in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-20857;microsoft;windows_server_2022_23h2;;10.0.25398.2092;7.8;Untrusted pointer dereference in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-20857;microsoft;windows_server_2025;;10.0.26100.32230;7.8;Untrusted pointer dereference in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-20858;microsoft;windows_10_1809;;10.0.17763.8276;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20858;microsoft;windows_10_1809;;10.0.17763.8276;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20858;microsoft;windows_10_21h2;;10.0.19044.6809;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20858;microsoft;windows_10_22h2;;10.0.19045.6809;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20858;microsoft;windows_11_23h2;;10.0.22631.6491;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20858;microsoft;windows_11_24h2;;10.0.26100.7623;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20858;microsoft;windows_11_25h2;;10.0.26200.7623;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20858;microsoft;windows_server_2019;;10.0.17763.8276;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20858;microsoft;windows_server_2022;;10.0.20348.4648;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20858;microsoft;windows_server_2022_23h2;;10.0.25398.2092;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20858;microsoft;windows_server_2025;;10.0.26100.32230;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20859;microsoft;windows_11_24h2;;10.0.26100.7623;7.8;Use after free in Windows Kernel-Mode Drivers allows an authorized attacker to elevate privileges locally.
CVE-2026-20859;microsoft;windows_11_25h2;;10.0.26200.7623;7.8;Use after free in Windows Kernel-Mode Drivers allows an authorized attacker to elevate privileges locally.
CVE-2026-20859;microsoft;windows_server_2025;;10.0.26100.32230;7.8;Use after free in Windows Kernel-Mode Drivers allows an authorized attacker to elevate privileges locally.
CVE-2026-20860;microsoft;windows_10_1607;;10.0.14393.8783;7.8;Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-20860;microsoft;windows_10_1607;;10.0.14393.8783;7.8;Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-20860;microsoft;windows_10_1809;;10.0.17763.8276;7.8;Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-20860;microsoft;windows_10_1809;;10.0.17763.8276;7.8;Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-20860;microsoft;windows_10_21h2;;10.0.19044.6809;7.8;Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-20860;microsoft;windows_10_22h2;;10.0.19045.6809;7.8;Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-20860;microsoft;windows_11_23h2;;10.0.22631.6491;7.8;Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-20860;microsoft;windows_11_24h2;;10.0.26100.7623;7.8;Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-20860;microsoft;windows_11_25h2;;10.0.26200.7623;7.8;Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-20860;microsoft;windows_server_2008;;;7.8;Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-20860;microsoft;windows_server_2008;;;7.8;Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-20860;microsoft;windows_server_2008;;;7.8;Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-20860;microsoft;windows_server_2012;;;7.8;Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-20860;microsoft;windows_server_2012;;;7.8;Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-20860;microsoft;windows_server_2016;;10.0.14393.8783;7.8;Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-20860;microsoft;windows_server_2019;;10.0.17763.8276;7.8;Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-20860;microsoft;windows_server_2022;;10.0.20348.4648;7.8;Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-20860;microsoft;windows_server_2022_23h2;;10.0.25398.2092;7.8;Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-20860;microsoft;windows_server_2025;;10.0.26100.32230;7.8;Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-20861;microsoft;windows_10_1809;;10.0.17763.8276;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20861;microsoft;windows_10_1809;;10.0.17763.8276;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20861;microsoft;windows_10_21h2;;10.0.19044.6809;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20861;microsoft;windows_10_22h2;;10.0.19045.6809;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20861;microsoft;windows_11_23h2;;10.0.22631.6491;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20861;microsoft;windows_11_24h2;;10.0.26100.7623;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20861;microsoft;windows_11_25h2;;10.0.26200.7623;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20861;microsoft;windows_server_2019;;10.0.17763.8276;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20861;microsoft;windows_server_2022;;10.0.20348.4648;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20861;microsoft;windows_server_2022_23h2;;10.0.25398.2092;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20861;microsoft;windows_server_2025;;10.0.26100.32230;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20863;microsoft;windows_11_23h2;;10.0.22631.6491;7.0;Double free in Windows Win32K - ICOMP allows an authorized attacker to elevate privileges locally.
CVE-2026-20863;microsoft;windows_11_24h2;;10.0.26100.7623;7.0;Double free in Windows Win32K - ICOMP allows an authorized attacker to elevate privileges locally.
CVE-2026-20863;microsoft;windows_11_25h2;;10.0.26200.7623;7.0;Double free in Windows Win32K - ICOMP allows an authorized attacker to elevate privileges locally.
CVE-2026-20863;microsoft;windows_server_2022;;10.0.20348.4648;7.0;Double free in Windows Win32K - ICOMP allows an authorized attacker to elevate privileges locally.
CVE-2026-20863;microsoft;windows_server_2022_23h2;;10.0.25398.2092;7.0;Double free in Windows Win32K - ICOMP allows an authorized attacker to elevate privileges locally.
CVE-2026-20863;microsoft;windows_server_2025;;10.0.26100.32230;7.0;Double free in Windows Win32K - ICOMP allows an authorized attacker to elevate privileges locally.
CVE-2026-20864;microsoft;windows_10_1809;;10.0.17763.8276;7.8;Heap-based buffer overflow in Connected Devices Platform Service (Cdpsvc) allows an authorized attacker to elevate privileges locally.
CVE-2026-20864;microsoft;windows_10_1809;;10.0.17763.8276;7.8;Heap-based buffer overflow in Connected Devices Platform Service (Cdpsvc) allows an authorized attacker to elevate privileges locally.
CVE-2026-20864;microsoft;windows_10_21h2;;10.0.19044.6809;7.8;Heap-based buffer overflow in Connected Devices Platform Service (Cdpsvc) allows an authorized attacker to elevate privileges locally.
CVE-2026-20864;microsoft;windows_10_22h2;;10.0.19045.6809;7.8;Heap-based buffer overflow in Connected Devices Platform Service (Cdpsvc) allows an authorized attacker to elevate privileges locally.
CVE-2026-20864;microsoft;windows_11_23h2;;10.0.22631.6491;7.8;Heap-based buffer overflow in Connected Devices Platform Service (Cdpsvc) allows an authorized attacker to elevate privileges locally.
CVE-2026-20864;microsoft;windows_11_24h2;;10.0.26100.7623;7.8;Heap-based buffer overflow in Connected Devices Platform Service (Cdpsvc) allows an authorized attacker to elevate privileges locally.
CVE-2026-20864;microsoft;windows_11_25h2;;10.0.26200.7623;7.8;Heap-based buffer overflow in Connected Devices Platform Service (Cdpsvc) allows an authorized attacker to elevate privileges locally.
CVE-2026-20864;microsoft;windows_server_2019;;10.0.17763.8276;7.8;Heap-based buffer overflow in Connected Devices Platform Service (Cdpsvc) allows an authorized attacker to elevate privileges locally.
CVE-2026-20864;microsoft;windows_server_2022;;10.0.20348.4648;7.8;Heap-based buffer overflow in Connected Devices Platform Service (Cdpsvc) allows an authorized attacker to elevate privileges locally.
CVE-2026-20864;microsoft;windows_server_2022_23h2;;10.0.25398.2092;7.8;Heap-based buffer overflow in Connected Devices Platform Service (Cdpsvc) allows an authorized attacker to elevate privileges locally.
CVE-2026-20864;microsoft;windows_server_2025;;10.0.26100.32230;7.8;Heap-based buffer overflow in Connected Devices Platform Service (Cdpsvc) allows an authorized attacker to elevate privileges locally.
CVE-2026-20865;microsoft;windows_10_1809;;10.0.17763.8276;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20865;microsoft;windows_10_1809;;10.0.17763.8276;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20865;microsoft;windows_10_21h2;;10.0.19044.6809;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20865;microsoft;windows_10_22h2;;10.0.19045.6809;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20865;microsoft;windows_11_23h2;;10.0.22631.6491;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20865;microsoft;windows_11_24h2;;10.0.26100.7623;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20865;microsoft;windows_11_25h2;;10.0.26200.7623;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20865;microsoft;windows_server_2019;;10.0.17763.8276;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20865;microsoft;windows_server_2022;;10.0.20348.4648;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20865;microsoft;windows_server_2022_23h2;;10.0.25398.2092;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20865;microsoft;windows_server_2025;;10.0.26100.32230;7.8;Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20866;microsoft;windows_10_1809;;10.0.17763.8276;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20866;microsoft;windows_10_1809;;10.0.17763.8276;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20866;microsoft;windows_10_21h2;;10.0.19044.6809;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20866;microsoft;windows_10_22h2;;10.0.19045.6809;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20866;microsoft;windows_11_23h2;;10.0.22631.6491;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20866;microsoft;windows_11_24h2;;10.0.26100.7623;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20866;microsoft;windows_11_25h2;;10.0.26200.7623;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20866;microsoft;windows_server_2019;;10.0.17763.8276;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20866;microsoft;windows_server_2022;;10.0.20348.4648;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20866;microsoft;windows_server_2022_23h2;;10.0.25398.2092;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20866;microsoft;windows_server_2025;;10.0.26100.32230;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20867;microsoft;windows_10_1809;;10.0.17763.8276;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20867;microsoft;windows_10_1809;;10.0.17763.8276;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20867;microsoft;windows_10_21h2;;10.0.19044.6809;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20867;microsoft;windows_10_22h2;;10.0.19045.6809;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20867;microsoft;windows_11_23h2;;10.0.22631.6491;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20867;microsoft;windows_11_24h2;;10.0.26100.7623;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20867;microsoft;windows_11_25h2;;10.0.26200.7623;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20867;microsoft;windows_server_2019;;10.0.17763.8276;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20867;microsoft;windows_server_2022;;10.0.20348.4648;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20867;microsoft;windows_server_2022_23h2;;10.0.25398.2092;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20867;microsoft;windows_server_2025;;10.0.26100.32230;7.8;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.
CVE-2026-20868;microsoft;windows_10_1607;;10.0.14393.8783;8.8;Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.
CVE-2026-20868;microsoft;windows_10_1607;;10.0.14393.8783;8.8;Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.
CVE-2026-20868;microsoft;windows_10_1809;;10.0.17763.8276;8.8;Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.
CVE-2026-20868;microsoft;windows_10_1809;;10.0.17763.8276;8.8;Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.
CVE-2026-20868;microsoft;windows_10_21h2;;10.0.19044.6809;8.8;Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.
CVE-2026-20868;microsoft;windows_10_22h2;;10.0.19045.6809;8.8;Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.
CVE-2026-20868;microsoft;windows_11_23h2;;10.0.22631.6491;8.8;Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.
CVE-2026-20868;microsoft;windows_11_24h2;;10.0.26100.7623;8.8;Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.
CVE-2026-20868;microsoft;windows_11_25h2;;10.0.26200.7623;8.8;Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.
CVE-2026-20868;microsoft;windows_server_2008;;;8.8;Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.
CVE-2026-20868;microsoft;windows_server_2008;;;8.8;Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.
CVE-2026-20868;microsoft;windows_server_2008;;;8.8;Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.
CVE-2026-20868;microsoft;windows_server_2012;;;8.8;Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.
CVE-2026-20868;microsoft;windows_server_2012;;;8.8;Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.
CVE-2026-20868;microsoft;windows_server_2016;;10.0.14393.8783;8.8;Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.
CVE-2026-20868;microsoft;windows_server_2019;;10.0.17763.8276;8.8;Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.
CVE-2026-20868;microsoft;windows_server_2022;;10.0.20348.4648;8.8;Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.
CVE-2026-20868;microsoft;windows_server_2022_23h2;;10.0.25398.2092;8.8;Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.
CVE-2026-20868;microsoft;windows_server_2025;;10.0.26100.32230;8.8;Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.
CVE-2026-20869;microsoft;windows_10_1607;;10.0.14393.8783;7.0;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Local Session Manager (LSM) allows an authorized attacker to elevate privileges locally.
CVE-2026-20869;microsoft;windows_10_1607;;10.0.14393.8783;7.0;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Local Session Manager (LSM) allows an authorized attacker to elevate privileges locally.
CVE-2026-20869;microsoft;windows_10_1809;;10.0.17763.8276;7.0;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Local Session Manager (LSM) allows an authorized attacker to elevate privileges locally.
CVE-2026-20869;microsoft;windows_10_1809;;10.0.17763.8276;7.0;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Local Session Manager (LSM) allows an authorized attacker to elevate privileges locally.
CVE-2026-20869;microsoft;windows_10_21h2;;10.0.19044.6809;7.0;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Local Session Manager (LSM) allows an authorized attacker to elevate privileges locally.
CVE-2026-20869;microsoft;windows_10_22h2;;10.0.19045.6809;7.0;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Local Session Manager (LSM) allows an authorized attacker to elevate privileges locally.
CVE-2026-20869;microsoft;windows_11_23h2;;10.0.22631.6491;7.0;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Local Session Manager (LSM) allows an authorized attacker to elevate privileges locally.
CVE-2026-20869;microsoft;windows_11_24h2;;10.0.26100.7623;7.0;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Local Session Manager (LSM) allows an authorized attacker to elevate privileges locally.
CVE-2026-20869;microsoft;windows_11_25h2;;10.0.26200.7623;7.0;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Local Session Manager (LSM) allows an authorized attacker to elevate privileges locally.
CVE-2026-20869;microsoft;windows_server_2008;;;7.0;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Local Session Manager (LSM) allows an authorized attacker to elevate privileges locally.
CVE-2026-20869;microsoft;windows_server_2008;;;7.0;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Local Session Manager (LSM) allows an authorized attacker to elevate privileges locally.
CVE-2026-20869;microsoft;windows_server_2008;;;7.0;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Local Session Manager (LSM) allows an authorized attacker to elevate privileges locally.
CVE-2026-20869;microsoft;windows_server_2012;;;7.0;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Local Session Manager (LSM) allows an authorized attacker to elevate privileges locally.
CVE-2026-20869;microsoft;windows_server_2012;;;7.0;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Local Session Manager (LSM) allows an authorized attacker to elevate privileges locally.
CVE-2026-20869;microsoft;windows_server_2016;;10.0.14393.8783;7.0;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Local Session Manager (LSM) allows an authorized attacker to elevate privileges locally.
CVE-2026-20869;microsoft;windows_server_2019;;10.0.17763.8276;7.0;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Local Session Manager (LSM) allows an authorized attacker to elevate privileges locally.
CVE-2026-20869;microsoft;windows_server_2022;;10.0.20348.4648;7.0;Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Local Session Manager (LSM) allows an authorized attacker to elevate privileges locally.
